id,host_id,accuracy,cleanliness,checkin,communication,location,value,number_of_reviews,listing_url,name,neighborhood,room_type,description,latitude,longitude
7893901,39724442,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/7893901,Downtown/Capital Hill Entire Home!!,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"This  Victorian Rowhouse is in perfect location! Bike Share on corner, walk to Unions station metro(6blks) 1/2 blk to Coffee Shops Fine & Family Dining.  Along The New Trendy H St. corridor, the X2 bus line with stops to White House, Convention Cntr. This property is beautifully decorated with stainless steel appliances, bamboo flooring, central air/heat, electric fireplace and granite countertops, fully stocked kitchen, beautiful wood dining table for 8, large fenced back yard. Keyless Entry For Added Guest Convenience thus no need to meet anyone for key and everyone has convenience of access without the hassle of keys. You Get the Privacy of the Entire House which feature 3 bedrooms of which 2 have queen beds and 3rd bedroom with twin bed and trundle, Roll away bed available on site. Very Large fenced in back yard with patio and outdoor dining, Myself and my partner have done our best to make your stay comfortable; we are available by phone OR in person( if need be for emergencies) T",38.8992607290072,-76.99193311023959
5939372,20824454,10,10,10,10,8,10,2,https://www.airbnb.com/rooms/5939372,Cozy 3BD/2BA single-family home,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Entire home/apt,"Our beautiful 1, 275 square foot 1925 home is close to the metro, 1 block from circulator bus, and less than 3 miles from Capital Hill for all your exciting DC adventures! It is easy to access and close to all major highways. Great for families! Our home was recently renovated in 2013 and has a wood burning fireplace, with a large porch and yard! It is family friendly as we have 2 kids. The master bedroom is a King and has it's own full bathroom and the two bedrooms on main floor share a full bathroom. The King bed is a temperpedic mattress and the guest room has a captains bed with a twin pull out mattress (both mattress are foam). The children's room has a twin bed and a crib. The kitchen is fully equipped with granite countertops, stainless steal appliances, gas stove, and dishwasher. You will have full access to the kitchen, including a pantry to put your own food in if needed. There are hardwood floors throughout the house and carpet in the master bedroom.  One of our favorite par",38.86816274836306,-76.98593787357733
4532668,21101985,8,10,10,10,8,8,1,https://www.airbnb.com/rooms/4532668,Capitol Hill 1 BR w/ Pullout,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"Easy walk to Eastern Market, Union Station and H ST Corridor! Convenient access to Capitol and Smithsonian Museums via metro and bikeshare! Bikeshare station just one block away. Hardwood floors, full kitchen w/ gas stove, full bath, spacious bedroom and living area. Sleeps 4- queen bed and queen pullout couch. The entire apartment will be yours during your stay.  Guests will need to provide a cell phone number where they can be reached during their stay.  Washington, D.C.  H ST Corridor Capitol Hill Lincoln Park Eastern Market Short bike ride to National Mall and Smithsonian Easy walk to Union Station Bus, taxi, metro and train service easily accessible Bike share station one block away. Sorry! But this apartment is not small child friendly- adults and children aged eight and older. ",38.89671854599838,-76.9903802905185
437362,1399272,10,10,10,10,10,10,5,https://www.airbnb.com/rooms/437362,Cap Hill Rowhouse w/ Mod Inside,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"Capitol Hill row-house, easy walk to Union Station and Eastern Market, 2 blocks from bus stop for access to the Mall, downtown, Dupont Circle, etc. Enjoy our small but airy home in a neighborhood that feels more like a village than a city! Enjoy DC while staying in a completely renovated row house! An easy walk to Barracks Row/8th Street, Eastern Market, H Street/Atlas District,the Library of Congress, Folger Theater, and the Capital buildings. Convenient access to the National Mall. Great for sightseeing, business trips, or research trips.  House features include open first floor, 3 bedrooms, and 2 1/2 baths. Wifi, bike share across the field behind our house, bus & metro nearby, walk to tons of  restaurants in two of DCs best neighborhoods for dining (Barracks Row/Eastern Market and H Street), museums and everything else great about DC very close by!  ABOUT THE HOUSE -3 bedrooms: master bedroom plus 2 kids'' bedrooms -2.5 baths:  master bath, kids' bath + powder room on 1st floor) -C",38.89532983674443,-76.9879726318473
7428569,38911690,10,10,10,10,10,10,10,https://www.airbnb.com/rooms/7428569,NoMa/H St.-1 Bedroom Apt,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"New building, near H street corridor with fun restaurants and bars. Giant and Harris Teeter grocery store 2 blocks away.  Two blocks to NoMa metro station. Apartment has a bedroom with a queen bed, bathroom, full kitchen and living room with a couch that can sleep one small person. Modern! We do not interact much with guests but can offer recommendations and are local and available if needed! NoMa metro two blocks away! Ten min walk to union station! We have a pack n play crib available for travelers with tots!",38.90365213924543,-77.00228188717672
6573484,5846635,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/6573484,Cozy Capital Hill Studio,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"This cozy basement apartment is conveniently located in Capital Hill. This apartment is perfect for short term work assignments, seasonal students, or tourist. It's in walking distance of The Capital, Union Station, Parks, bars and restaurants. My basement apartment is a wonderful open studio style space with a comfy queen size bed and full bathroom with a shower (no tub). It has 2 private entrances, cable with dvr, frig, toaster oven and complimentary snacks and beverages. I have more pics coming! You have access to the front porch and back yard. I live upstairs so I will be available to greet you and answer any questions you may have during your stay. This historic residential neighborhood is quiet and very scenic. There has be redevelopment in the area so there are plenty of shops, restaurants and bars within walking distance. There is a bus stop directly across the street. A 5 minute ride will land you in front of Union Station. If you like bike riding, there is a bike share statio",38.89895203993289,-76.98723512579326
8131734,4023069,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/8131734,DEAL! Stay in DC Rowhouse w/Parking,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"This row house is located within steps of a highly popular area in the city, the H St Corridor. Minutes away from shopping, dining, and outdoor recreational activities via a short walk, bike/bus ride or car. It has private parking and ample street parking. The residential neighborhood is family-oriented and lively. The house has a great front porch for relaxing or enjoying a bbq. The back yard area is quiet and quaint with room for private parking. Inside, enjoy ample space and great amenities. Highlights:  -Sleeps between 4-6 people. With a full size mattress in the bedroom; a pull out, full size convertible couch in the living room; and a full size, futon lounger in the sunroom. (We provide linens) -HD TV in living room with Apple TV, Roku, HBO, Showtime, Pandora, Netflix, and more  -Wireless Internet and Wireless Printer -Large kitchen with plenty of pots and pans, dishwasher, microwave, toaster, Keurig coffee maker, CrockPot, food processer, with oils and seasonings you can help yo",38.89606511028548,-76.98268567270783
3021743,15397924,10,10,10,10,10,10,22,https://www.airbnb.com/rooms/3021743,Stay Like a Local in Cap Hill!,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"Fantastic, bright, perfectly located studio right in the heart of historic and exciting Capitol Hill. A quick walk to Union Station (and metro) and to the sights -you'll feel like a local right away. Enjoy useful neighborhood tips I'll leave behind.",38.892024435621636,-77.0012232211309
7172949,5467773,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/7172949,Room/private bath in Modern House,"Union Station, Stanton Park, Kingman Park",Private room,"Amazing room in high end modern house with lots of windows, natural light and high ceilings. House is located walking distance from Union Station, NOMA/Gallaudet Univ metro (red line), and Union Market. Patio has gorgeous view of Capitol.",38.90284509152313,-76.99887832028281
4907627,8074527,10,10,10,10,9,10,10,https://www.airbnb.com/rooms/4907627,Capitol Hill & H St. with Fireplace,"Union Station, Stanton Park, Kingman Park",Private room,"Quaint, cozy, charming, roomy & furnished. Ornamental fireplace, walk-in closet, extra comfy spa-like pillow top queen bed.  Lots of natural light from 6 windows, faces the street. Candles in each window. Desk, chair, lots of lighting, dresser. Adorable 1908 DC row home, Bohemian Victorian style, shared by the owners and other guests depending on the day.  We are very rarely there. Your room has a very comfortable pillow top queen bed and is large with a full walk in closet.  Full of old city charm!  'White Noise' machine on window sill at head of bed to drown out any street noise for a great night's sleep!  Desk, chair, tons of lighting, lots of drawer space, multiple hooks for hanging things, luggage rack.  Ornamental fireplace has candles and lantern to add ambiance.  When we and no other guest are there, you're here all by yourself!!! The house is very comfortably furnished and cozy.  You will have full access to the 1.5 bathrooms as well as the kitchen with gas range and common li",38.897847936975175,-76.98545207979103
6162662,31717214,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/6162662,"1 Bed w/Balcony, 1 Block to Metro.","Union Station, Stanton Park, Kingman Park",Entire home/apt,"This 1 bdrm apartment is located in the hip and growing NOMA neighborhood. In a high-rise just north of Union Station, it feels like you stepped into an up-scale resort in the middle of DC. Close to Metro Red line and only 1 block from the NOMA stop. Hip and modern new space in a centrally-located spot in the city. This one bedroom apartment with a balcony is located on the 7th floor of a high-rise building in the NOMA neighborhood, just two blocks from Union Station and three Metro stops from Chinatown. The apartment is equipped with all the amenities one could ask for. - Full kitchen with a fridge, freezer, microwave, toaster, stove, oven, and dishwasher - Washer / Dryer  - Air Conditioning/Heating - Wi-Fi - Living room has a comfy couch and flat screen television with AppleTV (Netflix, HULU, HBO) - Dining table that seats up to 4 people Tons of amenities, and easy guest access with use of standard key fobs. - Multiple machines for coffee and chocolate in the common areas. -  Rooftop",38.90586228246634,-77.0054946567794
8117850,521581,10,10,10,10,10,10,4,https://www.airbnb.com/rooms/8117850,Respite in the City,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Private room,"Welcome to Fort Totten in the Nation's Capital! Enjoy all that DC has to offer, while staying in a comfortable and friendly house in a peaceful, residential setting! Spacious private room with shared bath and everything you need to enjoy your holiday Room is tastefully decorated, private, and comfortable. New memory foam mattress and bed. It's the master bedroom and is usually used by me when I'm not traveling. It is located upstairs with two other bedrooms. You'll primarily have access to the main living area and the upstairs as I have a tenant who resides in the basement in his own en-suite. But use of the laundry facilities down there can be arranged at his convenience. We also have a landscaped yard and grill you can have access to. I'll be traveling in Europe for the next two months so you likely won't get to meet me! However, my dear friend and tenant Shenitia has lived with me since I purchased the house and will provide you with all the ins and outs!! Super chill, safe, clean a",38.95469528628811,-76.99007178954825
6208208,9188940,10,10,10,10,10,10,4,https://www.airbnb.com/rooms/6208208,Private Capitol Hill bedroom & bath,"Union Station, Stanton Park, Kingman Park",Private room,"Private bedroom and private bathroom in row house near Capitol Hill, Eastern Market, and H St. Corridor. Room has private entrance to garden. Private bedroom and private bathroom. The bedroom has a Queen size bed, closet, and dresser. The bedroom has its own private entrance to the back garden. The bathroom is a 3/4 bath with shower. Linens, shampoo, conditioner, and soap are included for guests. Coffee and tea are also available for guests. We are available upon arrival to help acclimate guests and provide information on Washington DC, public transportation, and tourist attractions.",38.89699169688789,-76.98090026920043
8353034,44025619,10,10,10,10,9,10,4,https://www.airbnb.com/rooms/8353034,"Clean, Convenient, Comfy DC Apt.","Takoma, Brightwood, Manor Park",Entire home/apt,"Enjoy the privacy and comfort of your own apartment whether it be a day,a week,a month or an extended stay.Actually in DC yet an equa-distant walk to metro in historic Takoma Park or metro in bustling Silver Spring. Contemporary, clean, comfortable. Street parking pass available for an additional $10/day Backyard patio and yard.  Gas grill As often as they need me....very available Quiet and safe.  Beautiful park across street has trails and tennis courts.  Nice place to walk run or read Walk to either the Takoma Park metro or Silver Spring metro.  Bus provides straight ride to downtown DC...no transfers necessary. Parking pass available for street parking for an extra $10/day",38.980999482105815,-77.02426534279135
7760490,16088708,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/7760490,Capitol Hill's best,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"This is our English basement in the best part of Capitol Hill: steps to H street, the new commercial, dining and entertainment center of the Hill. Our newly renovated place provides all the comfort of home + all the convenience of a great location",38.90170891646711,-76.9992007290313
7202,4617,10,10,10,10,10,10,4,https://www.airbnb.com/rooms/7202,Historic Rowhouse: Porch+Art+Parkin,"Takoma, Brightwood, Manor Park",Private room,"Bright, charming, artful home on bus line leading directly to monuments & museums. Cozy porch to relax after busy DC day. Queen Suite with private bath on lower level. Central Air + W/D. Free off-street parking. VISIT! Enjoy Washington, DC in this charming, open concept, single family row house next to a bus line leading straight to the National Mall with its monuments and museums. Off street parking for you in back. We offer the entire home under a separate listing, but on a more regular basis we offer the Queen Suite with private bathroom in our lower level with shared access to the family TV room also on the lower level and the main floor with sitting room, kitchen, and dining room. NOTE: Please visit our other listing (for the entire home) to see over 17 reviews from prior Airbnb guests.  This listing is new, as it offers the lower level Queen suite only, when we are home and occupying the upper level.    This 1926 row house is well-appointed with African and Asian accents and ever",38.96000389573571,-77.02425426660086
7281163,38126722,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/7281163,Cap. Hill Basement 1b/1ba,"Union Station, Stanton Park, Kingman Park",Entire home/apt,Street level. 650sq ft. Wifi. Washer and dryer. Full kitchen. Visitor Parking decal available.Close to union Station metro. Blocks from H street corridor. Walk-in closet.,38.898976939571696,-77.00012697137555
6764653,16997668,10,10,10,10,10,10,6,https://www.airbnb.com/rooms/6764653,Capitol Hill Luxury Apt w/Parking,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"Great value for $99/night! Beautiful 1 BR 1BA apt in pet&smoke-free 6-unit bldg on quiet block. Fully equipped & stocked kitchen. Elegant comfort in every room. HiDef CATV;  WiFi; Ethernet; WiFi Printer; iPhone5 loaner for overseas guests.  En-suite Washer/Dryer. Light housekeeping provided weekly @ 10+ nights. Easy parking, or walk to Union Station or Eastern Market metro.  Bus stop within one block.  Priced way below AirBnB recommended rate! You'll feel at home at Duncan Air whether you stay the minimum four nights or a month at a time.   *  Beautiful new renovation, red oak flooring, central air and heat (radiator heat in winter months).   *  Washer/dryer provided in unit for smaller loads. *  Use of full-size Whirlpool Duet W/D included.   *  WiFi Printer; Ethernet & WiFi access.   *  All utilities included.  Guests control thermostat. *  Extraordinary attention to detail, finest quality furnishings, materials & supplies, and expert fit and finish throughout the space.   *  Lock yo",38.89655877862023,-76.98518322423847
8391832,7735223,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/8391832,Sunny Home&Private Yoga Space on H,"Union Station, Stanton Park, Kingman Park",Private room,"Welcome to the WithLoveDC House; the headquarters of a social movement WithLoveDC, which aims to spread love, joy, and acceptance in DC. The house is in the heart of the blossoming H Street neighborhood and offers beautiful yoga/meditation/art space! In the backyard you’ll find a table for your morning tea, a fire pit and a colorful yoga/mediation platform to practice outside on sunny days among the garden flowers. Each of the three bedrooms upstairs are available on airbnb, each has its own unique feeling, but all are cozy and comfortable. If you are travelling with a group up to 6 people it may be possible for you to rent all three rooms and have the whole home to your selves. You will have full access to the house! The entire kitchen and fridge are yours to cook up meals and you are welcome to practice yoga/meditation in the downstairs studio or in the garden. WithLoveDC DOES host some events and gatherings in the downstairs space. Some examples are healthy living workshops, women's",38.90142298351787,-76.99010532785299
2547672,9354986,10,9,10,10,9,10,6,https://www.airbnb.com/rooms/2547672,Cozy room in NW Washington,"Takoma, Brightwood, Manor Park",Private room,"Perfect room for one or two traveling to our nation's Capital. This 100 year old home is recently renovated yet retains all the charms of wood floors and cozy radiator heat. 10 minute walk to the metro (red line) and one block to major bus lines. The room is a little small but has a double bed, which should give you a sense of perspective. Guest will have access to all the amenities of the house, except the living room which I use as my study/unwind area. Quiet and cute little neighborhood. And if you plan to cook for yourself while you are staying with me the Safeway is less than a block away. 10-12 minute walk to the Tacoma Park metro stop on the red line (exactly .7 miles) and a block from major bus lines that can get you into Downtown and Chinatown quickly.   Please do not inquire about special discounts for longer term rentals. The price of the room is already competitively priced for the area and has been in high demand since being listed. Keep in mind prices include utilities, w",38.967734932859656,-77.02643886708918
5522108,11150205,10,10,10,10,10,10,3,https://www.airbnb.com/rooms/5522108,"Cool contemporary, near everything","Union Station, Stanton Park, Kingman Park",Entire home/apt,"Funky and extremely comfortable home guaranteed to make you say, ""This is so cool!"" over and over again. One bed but sleeps five if sofas count. Great Capitol Hill neighborhood four blocks to bars and nice walk to Metro and the National Mall. Contemporary end-unit row home with open floor plan, open staircases, gorgeous kitchen with pass-through to dining room, exposed brick, very comfortable bathroom with dual shower heads. There is one true bedroom with a pillow-top queen bed, but there is also a suspended sofa/catwalk that would sleep one, and two sofas for further sleeping options. There is also a working sauna in the basement, den with wood-burning stove, and nice patio with dining furniture and charcoal grill. The house is awash in light. This is a whole-house rental, so you'll have access to the whole place.  I will not interact with guests at all. This is a quiet, beautiful neighborhood with great neighbors, kids, dog-walkers. It's all row homes, many of them great to look at. ",38.89537193311703,-76.98707140189289
3851703,9354986,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/3851703,Newly renovated attic bedroom,"Takoma, Brightwood, Manor Park",Private room,"Guest will have access to all common areas; kitchen, dining room, living room, and laundry. I love meeting new people but I'm not in your face. Chit chat with me at the dinner table or dash in and out of the house.  Quiet and cute little neighborhood.  And if you plan to cook for yourself while you are staying with me the Safeway grocery is less than a block away. 10-12 minute walk to the Tacoma Park metro stop on the red line (exactly .7 miles) and a block from major bus lines that can get you into Downtown and Chinatown quickly.   I'm starting out my daily rental price low to build a good reputation on AirBnB. Street parking available and not crowded in my neighborhood. Bathroom is shared with one other person and is right outside of your room.  Very convenient. 10-12 minute walk to the Tacoma Park metro stop on the red line (exactly .7 miles) and a block from major bus lines that can get you into Downtown and Chinatown quickly.   Please do not inquire about special discounts for lon",38.96871101900389,-77.02648591183998
852056,4327459,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/852056,NEED A PLACE TO STAY IN D.C ?,"Takoma, Brightwood, Manor Park",Private room,"Stop looking for a place to stay when coming to to Washington, D.C. There will always be a clean, quiet and affordable room for you . I guarantee you will feel like home. Plus if you have a car, don't worry , I know where you can park. Hi All, Sometime it's hard to find a nice ,clean ,safe and affordable  place  to stay when traveling to cities like Washington,D.C. If you plan on staying in DC for few days or weeks, don't  worry ! I’m sure I  can help. There is  always an empty room in my two bedrooms apartment located on 16th Street , NW. ( 4.5  miles from the White House )  If you are looking for a place that's clean and affordable to stay on your next visit to DC, you've found it ! I believe you should have a private place to say, while you are traveling - just like your home. It brings me great joy to make my place available for your staying pleasure.The room is equipped with a bed and there is a WIFI in the apartment for your internet needs. The place is very secure with a concier",38.96581441855567,-77.03461562001269
4462489,73329,10,10,10,10,8,10,1,https://www.airbnb.com/rooms/4462489,Duplex Capitol Hill/H St- Huge,"Union Station, Stanton Park, Kingman Park",Entire home/apt,Capitol Hill & H St areas 1100 sq ft (102 sq meters) 15min walk to Union Station Adjacent to H St shopping/bars/restaurants Plenty of space for two couples or a family Internet included No TV or parking No smoking/drugs/pet Additional charges >2 ppl All linens provided Kitchen is massive Easy access to downtown DC by bus or bike share. If 4 adults: $150/night; $750/week; $2750/month. Security deposit is negotiable depending on the overall length of your stay. Feel free to ask questions.,38.89829606989861,-76.98468224298897
6644726,34779642,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/6644726,The Little White House,"Union Station, Stanton Park, Kingman Park",Entire home/apt,"*New listing-low rate!* Perfect retreat close to everything DC has to offer. Enjoy a private BRAND NEW NoMa/Capitol Hill apartment on a lovely tree-lined street with a comfy bedroom, separate living room with wet bar, wireless internet, and more! Your home-away-from-home is in the newly gut renovated lower-level of our classic 1920s DC row house.  The apartment features a comfy living room with a wet bar and dining/drinking necessities, a separate spacious bedroom with a full-size bed, and a brand new bathroom.  We can accommodate up to three additional guests on an air mattress and pull-out couch (included in the apartment). The location is perfect - we are steps away from all of NoMa's highlights, including lively H Street, bars and restaurants, a new outdoor beer garden, grocery stores, the Metro, and Union Market.  The Mall and DC's famous museums and monuments are within walking distance, or a quick Metro ride away.  You'll really feel like you live here in DC! We provide all nece",38.90448560304772,-77.00045557944476
7124780,3045814,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/7124780,"1 Bedroom Apt, 2nd Floor, H St. NE","Union Station, Stanton Park, Kingman Park",Entire home/apt,"Walk to bustling H st NE neighborhood. Simple and Clean 2nd floor Apartment on residential street in NE Capitol Hill.  One bedroom with King bed and one roll out twin mattress for extra guest.  Window AC, no laundry, galley kitchen, screened in porch, street parking. Philosophers retreat.  Separate living and sleeping areas.  Full bathroom with tub. Screened in porch, walking distance to H St NE nightlife, 8 blocks to Stadium Armory Metro. Back yard As needed.  Just get in touch if you need something.  Blender? Pack n play? Just call! Vibrant neighborhood near H st NE nightlife.  Short distance to Eastern Market and Capitol.  Close to D6 bus line for easy access to Union Station and Downtown. Several bus lines, bikable, walkable, 8 blocks to metro.",38.895902627696906,-76.98191521381592
6700694,34410667,10,10,10,10,9,10,2,https://www.airbnb.com/rooms/6700694,Sunny room for one with a view,Historic Anacostia,Private room,"Welcome to a bright and warm home in an historic district of Washington, DC. Close to the Metro and Capitol Hill. Steps away from the Nationals Stadium at the Yards. Easy biking and walking. Bright, light and peaceful. My home is a wonderful place to relax after a day of work or seeing the sights. Each guest room is large with sleeping room and space enough to relax in your private space. You will have access to the kitchen and open space on the first floor that includes living room, kitchen and dining room and half bath. Room is on the second floor and you will have access to a hall bathroom which includes a tub with shower. Also opportunity to enjoy the outdoors on the large front porch and access to a large rear yard. I am a person who believes that one's home is a retreat from the daily stress of work. But I enjoy conversation but will generally allow you to indicate your level of comfort with interaction. Always interested in sharing experiences, open for and to questions about th",38.86258783219257,-76.98754096184132
251619,1159505,10,8,10,10,10,10,1,https://www.airbnb.com/rooms/251619,LUXURY LIVING AT A BARGAIN,"Colonial Village, Shepherd Park, North Portal Estates",Shared room,Nice 8 bedrooms 7.5bath house in sought after neighborhood of Washignton DC. The house is surrounded by nature. Also perfect for video shoot and other occassions.,38.98913403460952,-77.04467461464787
8298145,5159038,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/8298145,Private room for rent,"Capitol View, Marshall Heights, Benning Heights",Private room,"The house is located in Capitol Heights Maryland, nearby Washington DC . around 12-15minutes walk to Capitol Heights Metro station .   parking free,  high speed internet access. The house is located in Capitol Heights Maryland, nearby Washington DC.  there are few lines (F14 J11 J12) Metrobus  by the house , also it is around 12-15 minutes walking directly to Capitol Heights Metro , take subway around 15mintues to museum area in DC.  Free parking. Central A/C and Heater,Washer and Dryer used free.The kitchen with microwave .stove ,(website hidden) pot and tableware  are shared free.",38.88010495915033,-76.91903054173277
223203,1159505,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/223203,ROOM FOR RENT IN A NICE AREA OF DC,"Colonial Village, Shepherd Park, North Portal Estates",Private room,"Close to Downtown Silver Spring, Bethesda and both Metro stations. Huge bedroom with private bath in an afluent neighborhhod of washington DC. House is surrounded by nature. Easy access to Rock Creek Park bike and walk Trails. Breakfast, meals and kitchen priviledges are not included because most of our guests want to try the many nearby eating establishments: Starbucks, the Partheon, American Diner, Cheesecake Factory, Maggiano's, etc. Please post your photo, a little about yourself and what brings you to Washington so we can get to know you before you come and make your visit as pleasant as possible! I live next door to several high profile US and foreign dignitaries, due to security concerns I need to know a little about you before I am able to book you a room in this neighborhood Location: Located next to Rock Creek Park in charming neighborhood of Colonial Village, DC, across the street from the State of Maryland. In this peaceful neighborhood you see deer walking outside your win",38.98896978477391,-77.04528704103623
4663275,7628116,10,8,10,10,10,10,1,https://www.airbnb.com/rooms/4663275,"Family-friendly, great neighborhood","Colonial Village, Shepherd Park, North Portal Estates",Entire home/apt,"Large, modern, comfortable, condo/apartment in dynamic downtown Silver Spring, MD.  Great for family.  Won 10+ eco-friendly building awards. Quick & easy access to DC sites with public transport.  Walk to restaurants, hiking, farmers markets. This is a 3 bedroom modern and comfortable apartment.  Very family friendly and stocked with toys.   Our neighbors are warm and welcoming with many social gatherings including rooftop happy hours and Barbeques in the courtyard. Many like to enjoy the breathtaking sunsets from the roof and views of Rock Creek National Park while sipping a glass of wine.   Inside the apartment we have one room with a king size bed, another bedroom with two twin beds and one twin sized trundle bed, and an office.  There are 2.5 bathrooms, one with bath and one with shower.  The dining table can accommodate between 6 and 12 people. There is an exterior walkway/balcony with flower boxes to enjoy.  We have a piano, art supplies, books and more to enjoy during your stay.",38.98749668093392,-77.03052910475894
6180256,32056958,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/6180256,Private bedroom with own bath,"Colonial Village, Shepherd Park, North Portal Estates",Private room,"The room is a private room in the lower level of a 4 bedroom colonial in Upper NW DC close to the Silver Spring line.  Very easy transportation short walk to metro or S2 or 4 buses. Lovely backyard garden with covered porch ideal for summer. Large private room with private bath in 4 bed colonial.  Includes queen bed,  couch, HDTV in room. Access to room, bathroom,  laundry.  Lovely backyard patio.  Limited kitchen privileges.  There is always morning coffee. I sometimes make breakfast. I am willing to help with small things like drive you to the metro in the rain when I am around. Breakfast is not included, but I will provide coffee and tea and fresh fruit will be available.  On a Saturday I may do a large breakfast. Let me know if you have dietary restrictions or preferences so I can accommodate. Quiet DC neighborhood within walking distance to downtown Silver Spring and the Silver Spring Metro. A 9-12 minute walk to the Silver Spring metro or to 16th Street bus route.  I  do it in 9.",38.98753585959851,-77.03613399357799
4786526,24674712,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/4786526,"3br Walk to National Mall, H St","Union Station, Stanton Park, Kingman Park",Entire home/apt,"Unbeatable location: Right by Union station. 1 block to cafes, bakery, restaurants, supermarket on H st. Walk to National Mall. Fantastic location for seeing the sites of DC. Beds: 1 California king, 1 queen, 1 full/twin bunk, also comfortable sleeping bench. Fully equipped kitchen. 1.5bath. Sweet patio. Our great tidy house in an unbelievable location. Walk to everything! We rent it out while away and you'll find it fully equipped, clean and comfortable.  You'll have access to whole house. You can call, text or email us anytime. We've great neighbors who will also be around. You'll have access to whole house. We typically clear out some space in closets, bathroom cupboard etc but the house has most of our stuff in it. Washer and Drier in basement. They are new and large. Feel free to use detergent and drier sheets. You can call or email us anytime. We've great neighbors who will also be around. Very friendly neighborhood full of restaurants, cafes, supermarkets, bars and transport opt",38.89816227132554,-76.99979797207989
6727661,1548488,10,10,10,8,8,10,1,https://www.airbnb.com/rooms/6727661,Studio Apartment,"Hawthorne, Barnaby Woods, Chevy Chase",Entire home/apt,"Charming and cozy furnished studio apartment located in a safe neighborhood of Uptown DC - minutes away from metro, restaurants, and shopping.",38.95749020754045,-77.0718807883279
2126878,106550,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/2126878,Private In-law Suite in Quiet NW DC,"Hawthorne, Barnaby Woods, Chevy Chase",Entire home/apt,"Sunny basement apt/in-law suite in home with private entrance. Well equipped eat in kitchen and separate living room/work area. Private full bathroom with shower and tub and one bedroom. Shared laundry facility in unit.  Street parking available and walkable bus access to Red Line Metro. Sunny in-law suite with windows in very room.  Space is suitable for couple or  adult. Full access to back yard. Guest ahs access to in-law suite via back entrance in back of home.  Entrance is sensor-lighted  and there is an outside light at entrance. I have very little interaction with guests.  If they have needs or questions, I will certainly answer.  There is a shared laundry in basement so I normally  coordinate  washing and housekeeper visits with guests. Neighborhood in near Rock Creek Park and very quiet and tree-filled...  Great for running, biking and relaxing. Weekdays, there is Metro Bus  2 blocks away to Red Line Friendship Heights Metro.  Weekends, there is Metro Bus 6 blocks away to Red ",38.97723478128514,-77.05834739031512
6447899,33664909,10,10,9,10,9,10,4,https://www.airbnb.com/rooms/6447899,Row House in Atlas District HStreet,"Union Station, Stanton Park, Kingman Park",Private room,"Sunny bedroom suite with private bath in a three story row house 10 Minute walk to Stadium Armory (blue/yellow/silver line) 5 Minute cab to lively H Street Corridor Bus picks up from end of street and goes directly downtown This room is perfect for someone coming in town for business or just looking for a vacation to DC.  The room includes: - Queen bed with down feathered comforter - Private bathroom - Coffee maker - Complimentary Starbucks coffee and tea - Fresh linens and towels - Hair dryer, hair straightener, and curling iron -Misc. toiletries for traveling needs (shampoo, conditioner, soap, ect.) - High speed wireless internet and Direct TV (with HBO) -Full granite top kitchens with a stove,oven, and refrigerator -Free parking is available! The queen sized bed is very comfortable and the room is newly decorated. The room also is equipped with a 40"" Smart TV (Netflix app) and a subscription to Direct TV with every sports channel.  We always leave welcome treats and we'd love to gra",38.89799892950743,-76.97459485156715
8403475,44270680,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/8403475,Capitol Hill cool,"Union Station, Stanton Park, Kingman Park",Private room,"Private room with private bath in modern, newly renovated apartment.  In the heart of historic Capitol Hill, 2 blocks from Union Station, walking distance from the Capitol.  Neighborhood is quiet and walk-able.  Street parking is available.",38.897603452558464,-77.00208242215507
